Education,Family,Income,Mortgage,Age,Securities Account,CreditCard,target
1,1,60,98,42,0,0,
2,1,45,82,51,0,0,
3,2,39,119,44,0,0,
2,4,78,0,33,0,0,
3,3,43,0,39,0,0,
1,2,31,109,56,1,1,
2,3,118,161,28,0,0,
1,3,82,0,43,0,0,
1,3,112,0,30,0,0,
2,1,10,0,34,0,0,
3,2,18,95,26,0,0,
2,3,72,0,58,0,0,
3,4,72,0,43,0,0,
1,1,78,0,40,0,0,
2,3,78,0,54,0,0,
3,1,30,0,44,0,0,
1,3,45,0,54,0,1,
1,2,80,0,39,0,0,
1,1,174,0,59,0,1,
3,2,51,0,53,0,0,
1,1,181,0,32,0,1,
2,4,78,194,40,0,1,
3,3,79,0,54,0,0,
1,1,119,118,27,0,0,
2,4,49,109,63,1,1,
2,3,83,0,26,0,0,
2,1,100,126,33,0,0,
1,3,70,0,43,0,0,
2,3,52,0,57,0,0,
1,4,12,0,26,0,0,
3,4,82,219,55,0,1,
2,2,34,0,30,0,1,
3,4,112,0,63,0,1,
3,3,42,0,55,0,0,
1,2,83,0,35,0,0,
2,1,142,0,45,0,0,
1,2,199,0,47,0,0,
2,4,29,121,31,0,1,
3,3,70,273,56,0,1,
3,2,25,0,49,0,0,
1,2,84,0,53,0,0,
1,3,81,0,62,0,1,
1,2,15,0,63,0,0,
3,3,54,0,26,0,0,
2,4,108,304,59,0,0,
1,4,83,0,40,0,1,
3,1,62,170,42,0,1,
1,2,134,204,29,0,0,
1,3,75,79,40,0,0,
2,2,109,341,31,0,1,
1,2,152,0,35,0,0,
3,4,83,0,62,1,0,
3,4,52,0,51,0,0,
3,2,31,0,32,0,1,
3,3,135,449,27,0,1,
1,1,98,151,62,0,0,
2,4,14,0,66,0,0,
1,4,64,0,53,0,1,
1,2,109,0,49,0,0,
1,1,118,333,65,0,1,
2,4,80,0,30,1,0,
3,3,51,0,60,0,0,
2,4,115,0,30,0,0,
1,1,83,0,54,0,0,
1,1,90,0,54,0,0,
1,4,28,0,37,1,0,
1,2,82,221,32,0,1,
1,3,24,0,51,0,1,
1,2,71,0,46,0,1,
1,1,80,0,41,0,0,
3,4,109,0,62,0,0,
1,1,140,0,54,0,0,
2,4,39,0,52,1,0,
2,1,39,98,51,0,0,
2,3,50,0,24,1,0,
1,2,31,0,61,0,0,
3,3,35,144,55,0,1,
1,4,44,0,37,0,1,
3,1,35,0,64,0,0,
1,2,20,106,34,0,1,
2,4,10,0,31,0,0,
3,4,83,0,42,0,0,
1,2,203,0,47,0,0,
1,3,84,0,29,0,0,
1,4,41,0,34,0,0,
1,2,164,0,36,0,1,
1,2,152,0,34,0,0,
1,4,62,0,26,1,0,
1,4,12,89,48,0,0,
1,4,28,0,47,0,0,
1,1,52,0,39,0,1,
2,3,19,97,62,0,0,
1,3,35,0,34,0,0,
1,4,28,96,43,0,0,
2,3,70,0,55,0,1,
1,1,140,0,65,0,0,
3,4,102,0,26,0,0,
3,4,50,0,57,0,0,
1,3,61,205,32,0,1,
2,2,188,259,35,0,0,
3,4,178,0,63,0,0,
2,4,44,194,49,0,0,
1,4,12,0,23,1,1,
1,4,69,188,30,0,1,
1,1,132,0,43,0,0,
1,2,128,196,39,0,0,
1,4,44,122,31,0,0,
3,1,44,0,65,0,1,
3,2,34,0,34,1,0,
1,2,132,0,37,0,0,
1,2,158,0,62,0,1,
1,1,83,0,33,0,0,
3,1,28,75,48,0,0,
3,3,131,0,33,1,0,
2,3,31,0,45,0,1,
2,4,40,0,44,0,0,
1,2,71,127,37,1,0,
3,2,42,0,31,0,0,
2,3,35,114,56,0,0,
1,2,81,0,30,0,0,
1,2,91,0,61,0,0,
2,4,129,0,32,0,1,
1,1,75,0,51,0,0,
2,4,54,230,26,0,0,
1,1,43,0,31,0,0,
2,4,94,0,43,0,0,
3,4,84,0,57,0,1,
2,1,34,0,42,1,0,
1,4,15,0,48,0,0,
3,2,99,194,46,0,0,
2,1,15,82,33,1,1,
3,4,83,0,45,0,0,
3,4,83,0,31,0,0,
1,1,143,0,42,1,0,
3,4,81,0,56,0,0,
2,1,39,0,63,0,0,
2,2,158,277,42,0,1,
3,1,62,0,50,0,0,
1,2,64,0,31,0,1,
2,1,29,0,65,0,0,
1,3,64,0,60,0,0,
2,4,21,0,34,0,0,
3,2,142,0,62,0,1,
1,3,64,0,56,0,0,
1,4,40,0,51,1,1,
2,3,61,0,44,0,0,
3,1,44,0,41,0,0,
2,3,78,161,43,0,1,
3,2,25,0,25,0,0,
1,2,125,0,40,0,1,
3,2,63,0,53,0,0,
3,1,54,185,54,0,0,
1,2,92,184,36,0,0,
1,2,119,381,26,0,1,
2,1,40,0,35,0,0,
1,1,41,0,29,0,0,
1,2,81,0,35,0,1,
1,3,101,270,28,0,0,
2,4,25,0,48,0,0,
2,1,55,0,46,1,0,
3,1,43,166,31,0,1,
2,2,98,98,40,0,0,
3,4,112,402,27,0,1,
3,4,69,102,32,0,0,
2,4,79,215,67,0,1,
1,2,118,0,24,1,0,
2,3,81,251,45,0,1,
2,1,19,121,26,0,0,
3,2,139,0,42,0,0,
2,3,63,0,65,0,0,
1,2,102,0,59,0,0,
2,4,40,0,30,0,0,
1,1,44,81,32,0,1,
1,3,59,216,36,0,0,
1,2,224,0,48,0,1,
3,2,64,0,56,0,0,
1,2,129,0,44,0,0,
1,1,43,0,60,0,1,
1,3,12,0,51,1,1,
2,3,53,0,34,0,0,
3,2,39,0,45,0,1,
1,1,65,0,47,0,0,
3,1,18,94,29,0,1,
3,1,55,0,52,0,0,
3,1,60,0,61,0,0,
1,2,42,187,40,0,0,
2,3,44,0,24,0,0,
1,2,111,0,33,0,0,
1,1,62,0,33,0,0,
3,2,44,148,52,0,1,
3,1,69,0,40,0,0,
3,3,62,172,45,0,0,
2,1,35,0,27,0,0,
1,1,91,0,38,0,1,
1,1,12,96,50,0,0,
1,3,89,292,41,0,0,
2,4,65,0,60,1,0,
3,2,179,400,64,0,0,
3,2,82,0,34,1,1,
1,1,48,0,30,0,0,
2,4,20,0,31,0,0,
3,1,91,330,41,1,0,
1,2,122,0,61,0,0,
3,1,22,0,42,0,0,
1,2,43,0,48,0,0,
1,4,38,0,59,0,1,
1,3,61,0,57,0,0,
2,4,33,0,37,0,0,
1,1,145,345,53,0,0,
1,1,170,0,53,0,0,
2,3,55,0,26,0,0,
3,1,40,0,39,0,0,
1,2,68,126,35,0,1,
1,3,53,0,59,0,0,
3,3,63,0,43,1,0,
1,2,123,92,39,0,1,
1,2,13,0,49,0,0,
1,4,12,102,47,0,1,
1,2,53,102,41,0,0,
2,1,79,294,57,0,1,
2,1,89,170,42,0,0,
2,1,188,0,61,0,0,
3,3,62,0,56,0,0,
3,3,123,428,29,0,0,
2,3,40,0,25,0,0,
3,4,119,0,32,0,0,
2,4,123,253,37,0,1,
2,1,23,0,31,0,1,
3,1,62,255,38,0,0,
1,3,69,106,40,0,0,
1,2,124,0,61,1,1,
3,4,52,0,50,0,0,
1,2,134,0,32,0,0,
2,1,58,0,62,0,0,
2,3,45,200,62,0,1,
2,4,75,0,40,0,0,
2,4,23,78,59,0,0,
1,3,123,0,43,0,0,
1,3,48,0,62,0,0,
1,1,145,140,48,0,0,
3,1,31,0,29,0,0,
3,3,38,0,58,0,0,
3,4,78,0,43,0,0,
1,2,94,0,39,0,0,
3,1,84,0,33,0,0,
3,1,22,0,40,0,0,
1,4,78,0,28,0,1,
2,3,75,0,38,0,0,
1,3,71,0,65,0,1,
3,1,24,0,35,0,1,
1,2,112,0,29,0,1,
2,1,53,167,61,0,0,
3,1,41,0,46,0,0,
2,1,25,0,50,0,0,
2,4,42,194,60,0,0,
2,3,51,113,54,1,1,
2,2,19,0,43,0,0,
1,2,90,258,38,1,1,
2,4,89,0,46,0,0,
1,3,22,0,64,1,1,
1,1,119,0,24,0,0,
3,4,93,0,39,0,0,
1,4,18,0,34,0,0,
3,1,32,120,65,0,0,
3,3,182,0,38,0,1,
3,2,19,0,62,0,1,
3,1,85,0,59,0,1,
2,4,90,0,49,1,0,
1,2,59,134,57,0,0,
1,1,84,0,64,0,0,
2,2,95,0,47,0,0,
3,3,13,0,30,0,0,
1,4,88,0,42,0,1,
3,2,34,0,53,0,1,
3,4,11,0,50,0,1,
2,4,80,0,62,0,0,
1,1,41,0,34,0,1,
3,2,90,0,47,0,0,
3,3,93,0,62,0,1,
2,4,81,0,61,0,0,
1,2,60,0,59,0,0,
2,3,39,0,47,0,1,
2,3,22,0,65,0,0,
1,2,32,79,56,1,0,
3,1,28,0,56,0,0,
2,2,35,0,31,0,1,
3,3,154,351,61,0,1,
1,2,189,0,42,0,0,
3,4,40,84,44,0,0,
2,2,88,0,47,0,0,
1,2,124,0,30,0,0,
3,2,23,0,62,0,0,
1,4,23,0,56,0,1,
1,2,139,0,25,0,1,
1,4,173,427,53,0,0,
3,4,42,153,26,0,0,
1,1,161,160,59,0,1,
2,3,28,0,62,0,0,
3,4,191,194,58,0,1,
1,2,42,106,40,0,1,
3,4,81,0,35,0,0,
1,3,175,312,51,0,0,
1,3,82,0,41,0,0,
3,1,53,0,51,0,1,
1,3,142,0,27,0,0,
3,4,42,0,46,0,0,
1,4,64,189,46,0,0,
1,2,90,0,31,1,0,
2,1,44,0,58,0,0,
3,1,29,0,42,0,0,
1,2,93,0,59,0,1,
3,3,69,132,54,0,0,
2,2,82,0,35,0,1,
3,2,180,0,34,0,0,
3,2,13,0,46,0,0,
1,1,72,178,52,0,0,
1,3,54,0,55,0,0,
1,1,104,0,34,0,1,
2,2,44,157,57,0,0,
1,1,40,0,45,1,1,
1,2,190,246,29,0,1,
1,4,64,0,49,0,1,
2,2,9,99,36,1,0,
2,4,38,0,57,0,0,
3,3,72,0,25,0,0,
1,1,82,79,43,0,0,
3,2,48,119,27,1,0,
3,4,82,294,54,0,0,
2,2,14,83,53,0,0,
1,1,162,0,55,0,1,
1,2,54,0,43,0,0,
1,2,90,0,35,0,0,
1,4,64,0,59,0,0,
3,3,65,0,42,0,1,
1,2,113,0,51,0,0,
3,2,38,0,57,0,0,
3,1,65,0,39,0,0,
3,4,39,0,53,0,0,
1,2,174,0,31,0,1,
3,2,59,0,33,0,0,
1,2,43,0,38,0,0,
3,2,24,0,47,0,1,
2,1,50,166,63,0,0,
3,1,68,0,44,0,0,
3,3,61,0,61,0,0,
2,4,21,0,52,0,0,
2,2,21,0,59,0,0,
1,4,31,0,56,0,0,
1,4,70,0,58,1,0,
2,3,25,135,30,0,1,
3,1,78,0,42,0,0,
1,1,19,0,51,0,0,
3,1,23,0,60,0,0,
1,4,40,0,30,0,0,
3,1,22,0,49,0,0,
2,4,71,0,26,1,0,
2,1,58,0,36,0,0,
1,3,75,0,65,0,0,
2,1,40,110,27,0,1,
3,1,155,0,60,0,1,
2,4,83,0,32,0,0,
1,3,99,0,46,0,0,
2,1,59,0,60,1,0,
2,3,53,0,28,0,0,
1,4,11,0,50,1,0,
3,4,179,0,52,0,0,
3,2,71,0,29,0,0,
3,4,85,0,30,0,0,
3,3,49,0,42,1,0,
1,2,122,0,32,0,1,
1,2,171,0,40,0,0,
2,2,138,0,49,0,0,
3,4,8,0,53,1,0,
1,4,59,0,42,0,0,
1,3,49,0,38,0,0,
1,2,92,0,60,0,0,
1,4,75,0,27,0,0,
2,1,60,0,61,0,1,
2,2,41,0,27,0,0,
2,3,40,0,45,0,1,
1,2,81,146,41,0,1,
3,1,52,196,44,0,1,
1,4,25,0,38,0,0,
1,1,139,353,39,0,0,
2,1,54,0,48,0,0,
1,1,81,0,47,0,1,
1,3,73,0,64,1,1,
3,4,30,0,27,0,1,
1,3,59,0,66,0,0,
1,3,21,0,43,0,0,
2,3,65,104,34,0,0,
2,3,41,161,28,0,0,
3,4,52,121,52,0,0,
2,4,84,180,45,0,0,
1,2,135,0,24,0,0,
3,4,18,0,39,1,0,
1,1,34,0,40,0,1,
3,4,85,0,30,0,0,
3,1,23,0,49,0,0,
2,4,65,0,53,0,1,
1,1,195,0,56,0,0,
1,4,40,89,50,0,0,
3,2,141,0,53,0,0,
2,2,95,322,60,0,1,
2,3,23,131,58,0,0,
2,2,82,0,43,0,1,
3,4,53,0,46,0,0,
1,4,10,87,29,0,1,
2,1,75,125,56,0,0,
2,4,23,122,48,0,0,
1,1,133,0,61,0,0,
1,1,129,0,41,0,1,
2,4,85,131,35,0,0,
1,2,168,308,48,0,0,
3,4,83,0,43,0,0,
2,2,52,0,37,0,0,
1,1,114,0,47,1,1,
3,1,81,0,29,0,0,
2,1,32,0,63,0,0,
3,3,63,0,43,0,0,
3,3,70,0,57,0,0,
1,2,20,0,55,0,0,
1,2,138,0,47,0,1,
2,4,63,0,58,0,0,
3,1,85,118,53,0,0,
2,2,180,0,59,1,1,
3,4,80,0,46,0,0,
3,1,53,0,41,0,0,
2,2,72,75,46,0,0,
1,3,123,0,44,0,1,
3,2,91,0,44,0,0,
1,2,148,0,50,0,0,
3,2,163,0,51,0,0,
3,4,28,149,55,0,1,
1,1,193,0,37,0,0,
3,3,22,0,34,0,0,
1,4,74,0,59,0,1,
3,4,70,0,45,0,1,
2,1,11,0,30,0,1,
2,3,61,0,32,0,0,
1,1,41,0,61,0,1,
2,4,108,0,54,0,0,
3,4,23,0,35,0,1,
3,2,135,183,63,0,0,
3,2,30,86,66,0,0,
2,4,144,0,48,0,0,
1,4,139,0,60,0,0,
3,2,143,209,41,0,0,
1,1,44,0,31,0,1,
2,4,49,0,58,0,0,
2,4,75,182,67,0,0,
1,2,43,0,35,0,0,
3,3,59,0,40,0,0,
1,3,154,0,42,0,1,
3,1,75,0,44,0,1,
2,1,75,0,47,0,1,
1,2,88,278,59,0,0,
3,1,91,0,29,0,0,
3,1,11,0,36,1,1,
3,1,22,0,47,0,0,
3,2,49,220,55,0,1,
1,1,140,342,41,0,0,
2,2,99,0,51,0,0,
1,2,82,199,26,0,0,
1,4,10,81,33,0,1,
2,4,109,103,30,0,1,
3,4,45,0,30,0,0,
2,2,93,0,45,0,0,
2,3,89,216,40,1,0,
2,3,39,132,42,0,0,
1,1,21,89,50,0,0,
1,3,31,0,62,0,0,
3,1,31,0,63,0,0,
2,4,52,0,43,0,0,
3,1,13,0,49,0,0,
3,2,21,76,51,1,0,
1,4,50,189,61,0,0,
3,4,81,0,43,0,1,
1,4,74,0,43,0,1,
1,3,89,0,61,0,0,
2,3,82,0,35,0,0,
2,4,88,0,59,0,0,
3,3,61,0,40,0,0,
1,2,139,0,61,0,0,
2,1,29,0,48,0,0,
1,3,51,0,37,0,1,
3,1,58,241,56,0,0,
3,2,21,125,35,0,0,
2,2,43,0,35,0,0,
2,2,104,0,40,0,0,
2,1,9,98,50,0,0,
2,3,39,0,49,0,0,
1,1,89,0,46,1,1,
3,2,21,0,64,0,0,
3,3,173,0,60,0,0,
3,1,29,105,45,0,1,
2,4,43,0,52,0,1,
2,3,30,0,58,0,0,
3,4,39,0,54,1,0,
3,2,83,248,48,0,0,
2,3,58,223,51,0,0,
2,1,8,0,53,0,1,
3,3,39,0,57,1,1,
1,2,204,0,43,0,0,
1,1,45,0,37,0,0,
1,1,111,0,32,1,0,
2,2,83,148,34,0,0,
3,1,83,0,54,0,0,
1,2,115,202,62,0,1,
3,1,60,227,56,0,0,
1,1,53,0,39,0,0,
1,2,134,0,32,0,0,
3,1,91,0,50,0,0,
1,2,91,0,27,0,0,
1,2,128,0,37,0,1,
1,3,78,0,60,1,0,
1,2,161,464,43,0,0,
3,3,60,0,62,0,0,
1,1,161,509,39,1,0,
2,4,40,0,34,0,1,
2,1,68,0,46,0,0,
1,3,74,0,46,0,0,
2,3,55,93,51,0,0,
1,1,145,0,44,0,1,
2,1,24,0,60,0,0,
2,1,10,0,65,0,0,
1,2,138,0,58,1,0,
3,4,63,0,37,0,0,
3,4,54,0,52,0,1,
3,3,62,0,42,0,0,
3,1,81,0,54,0,0,
2,3,61,0,54,0,1,
3,1,68,0,51,0,0,
1,2,78,0,59,0,0,
1,2,165,157,41,0,0,
2,3,48,0,43,0,1,
2,3,155,0,52,0,0,
3,2,158,251,52,0,1,
1,1,52,0,57,0,0,
1,4,18,0,53,0,0,
1,4,42,0,58,0,0,
3,2,18,0,59,0,0,
1,2,40,0,57,1,1,
2,4,44,0,27,1,0,
1,1,11,87,42,0,1,
2,2,194,0,52,0,0,
2,2,108,0,49,0,0,
2,4,12,0,47,0,0,
1,3,19,94,45,0,1,
1,1,150,0,25,0,0,
3,4,89,0,47,0,0,
3,2,83,0,44,1,1,
2,4,79,0,30,0,0,
2,4,102,0,63,0,0,
1,1,155,0,50,0,1,
1,1,138,0,40,0,0,
1,3,51,0,56,0,1,
2,2,80,86,39,0,1,
1,2,135,0,42,1,1,
2,4,34,162,28,0,1,
3,3,195,0,26,1,0,
3,3,62,217,58,0,1,
1,2,173,243,38,0,0,
1,2,149,0,23,0,0,
1,1,20,131,53,0,1,
1,4,42,0,54,0,1,
3,1,28,0,42,0,1,
2,1,95,0,54,0,0,
3,2,95,0,66,0,0,
1,1,34,124,46,0,0,
3,2,191,205,63,0,0,
1,2,41,173,63,0,1,
1,1,150,481,58,0,0,
3,2,91,146,65,0,0,
2,4,84,0,35,0,0,
1,4,73,140,33,0,0,
1,1,122,0,43,0,0,
2,1,73,133,30,0,0,
3,2,20,0,61,0,0,
1,4,130,281,49,0,0,
3,3,85,0,52,0,0,
1,2,134,0,45,0,1,
2,3,98,80,64,0,0,
3,2,54,0,26,1,0,
1,3,41,0,35,0,0,
3,4,128,0,45,0,0,
1,3,132,308,44,0,0,
3,1,188,0,34,0,0,
2,4,170,0,65,0,1,
3,3,14,111,32,0,0,
3,1,93,0,41,0,0,
2,1,79,0,52,0,1,
2,4,79,0,35,0,0,
3,4,62,119,51,0,0,
1,2,95,0,30,1,0,
3,4,60,0,58,0,0,
2,1,75,0,49,0,1,
2,4,85,0,63,0,1,
1,1,143,0,40,0,0,
2,1,34,112,27,0,1,
1,2,44,0,38,0,0,
2,4,31,151,52,1,0,
1,4,13,111,49,0,0,
1,4,52,0,59,0,1,
3,1,42,102,32,0,0,
3,4,102,139,30,0,1,
3,2,143,0,64,1,0,
3,4,10,0,59,0,0,
3,1,44,0,62,0,0,
1,2,158,306,61,1,1,
2,2,12,0,53,0,1,
1,1,59,139,51,0,0,
2,1,92,0,55,0,0,
1,2,82,0,36,0,1,
2,4,44,0,44,0,0,
2,2,182,0,26,0,0,
1,2,121,0,54,0,0,
1,1,38,0,35,0,1,
1,2,92,0,34,1,1,
3,2,53,0,28,0,0,
1,3,45,83,32,1,0,
2,1,63,0,38,1,0,
1,1,181,0,53,0,0,
3,2,184,577,26,0,1,
1,3,33,136,45,0,1,
1,3,22,0,58,0,0,
1,2,99,0,59,0,0,
2,3,44,193,45,0,0,
2,4,101,0,64,0,1,
2,1,32,0,30,0,1,
1,4,59,0,40,0,0,
2,2,25,0,61,0,1,
1,3,140,0,40,0,0,
3,1,29,0,40,0,0,
1,1,35,0,43,0,0,
1,4,141,0,39,1,1,
3,4,75,79,35,0,0,
1,2,58,0,38,0,0,
1,2,41,0,67,0,0,
2,2,42,196,55,0,1,
2,3,55,0,28,0,0,
2,4,18,84,30,0,0,
3,4,75,0,59,1,0,
1,2,85,0,26,0,0,
2,4,43,0,52,0,0,
1,2,149,319,40,0,1,
2,2,25,0,31,1,1,
2,4,19,103,50,0,1,
3,1,18,0,27,0,0,
2,4,13,0,64,0,0,
2,1,41,0,34,0,0,
1,1,139,0,30,0,0,
1,3,62,131,39,0,1,
1,3,51,130,34,0,0,
1,3,71,272,40,0,0,
3,1,145,0,33,0,0,
2,4,45,138,38,0,0,
3,4,53,0,42,0,0,
3,1,64,0,37,0,0,
1,4,39,0,33,0,0,
3,3,38,0,60,1,0,
1,3,85,0,28,0,0,
2,3,61,0,45,0,1,
3,1,23,127,56,0,1,
1,1,122,330,53,0,0,
3,4,72,0,37,0,0,
1,1,123,0,47,0,0,
1,1,40,0,58,1,1,
2,4,62,0,52,0,0,
1,2,113,0,46,0,1,
2,4,81,0,52,0,0,
1,4,59,0,24,0,0,
2,2,25,103,57,0,0,
2,4,25,0,66,0,1,
3,4,14,0,30,0,0,
1,1,19,0,48,0,0,
3,1,61,0,63,0,0,
1,1,21,0,48,0,0,
1,1,44,0,34,0,0,
1,3,42,0,60,0,1,
3,1,52,207,55,1,0,
1,1,112,0,50,0,0,
3,1,34,0,29,0,0,
3,2,83,245,61,0,0,
2,4,24,137,50,0,0,
2,2,71,0,37,0,1,
2,2,181,0,64,0,1,
3,4,75,102,43,0,0,
1,2,153,0,39,0,0,
2,2,75,0,23,0,1,
2,4,19,0,34,0,0,
2,4,31,0,29,0,1,
1,3,178,0,33,1,0,
1,2,65,220,60,0,1,
1,1,8,97,49,0,0,
1,2,92,0,54,0,0,
1,4,145,198,59,0,0,
3,1,85,272,42,0,0,
1,1,149,0,62,0,0,
2,4,9,100,63,0,1,
3,2,164,422,57,0,1,
2,3,40,100,61,1,0,
3,1,54,0,35,0,1,
3,2,164,301,26,0,0,
1,1,140,0,33,0,0,
3,1,18,0,31,0,0,
1,4,12,0,51,1,0,
1,2,140,0,55,0,0,
3,2,24,0,38,0,1,
1,2,60,0,38,0,0,
3,2,50,0,53,0,0,
2,1,44,0,62,0,1,
2,4,51,110,35,0,0,
1,2,34,116,46,0,0,
2,2,33,0,60,0,0,
1,2,63,0,63,0,0,
3,2,22,0,43,0,0,
3,2,104,0,33,0,1,
3,3,75,0,43,0,0,
3,2,75,0,62,0,0,
3,4,62,83,48,0,1,
1,1,48,169,38,0,0,
1,2,73,0,36,0,1,
1,2,135,82,49,0,1,
3,3,61,117,61,0,1,
2,3,78,0,49,0,0,
3,3,40,0,59,0,0,
3,1,44,0,30,0,1,
1,2,45,0,44,0,0,
1,2,18,0,67,0,0,
3,4,53,174,59,0,0,
2,3,11,0,37,0,0,
2,3,38,0,50,0,0,
2,1,28,0,56,1,1,
1,2,35,88,29,0,1,
2,3,81,171,55,0,0,
3,2,90,205,48,0,0,
1,1,115,0,32,0,0,
2,1,78,0,47,0,0,
3,4,30,0,46,0,0,
1,4,39,0,33,0,1,
1,3,69,0,39,0,0,
1,3,29,79,60,0,1,
2,4,54,0,39,0,1,
1,3,60,0,34,0,1,
3,1,99,0,55,0,0,
1,3,51,0,67,0,1,
3,3,53,0,40,1,1,
2,2,111,0,44,0,0,
1,3,79,302,56,0,0,
2,1,90,0,50,0,0,
1,2,18,124,31,0,1,
1,3,73,0,66,0,0,
3,3,59,91,43,0,0,
1,2,40,0,58,0,0,
2,1,41,0,33,0,1,
3,1,53,0,33,0,0,
1,2,128,0,32,0,0,
3,2,145,0,55,0,0,
3,4,35,0,25,0,0,
3,2,28,0,40,0,0,
1,1,155,256,54,0,1,
1,2,195,0,36,0,1,
2,4,50,0,35,0,0,
3,3,48,0,44,0,1,
2,1,81,0,38,0,1,
1,1,50,0,30,0,0,
2,3,21,0,39,0,0,
1,2,142,0,35,1,0,
1,4,64,0,41,0,0,
3,1,91,0,56,0,1,
2,1,74,0,52,0,1,
3,1,182,0,29,0,0,
1,4,82,0,38,0,0,
1,4,45,0,51,0,0,
1,2,85,0,45,1,0,
1,1,133,328,51,0,0,
2,1,22,0,53,0,1,
2,4,24,0,50,0,1,
3,3,38,178,59,1,1,
3,2,80,0,57,0,0,
1,3,33,108,45,0,0,
3,4,41,147,27,0,0,
2,4,90,0,40,1,0,
3,1,89,153,39,0,1,
3,2,8,0,26,0,1,
1,1,85,0,27,0,1,
1,3,53,0,55,0,0,
3,3,20,0,64,0,0,
1,1,9,0,41,0,1,
1,4,25,0,46,0,1,
1,1,114,0,43,0,0,
3,4,41,0,24,0,0,
3,4,49,0,29,0,0,
3,4,12,0,58,0,0,
2,3,50,0,45,0,0,
2,4,30,0,53,0,0,
1,4,32,77,45,0,1,
2,4,41,0,32,0,0,
2,3,25,0,56,0,0,
1,1,29,0,31,0,0,
2,4,50,0,29,0,0,
1,3,79,0,48,0,1,
1,1,110,0,36,0,1,
2,2,40,129,36,1,0,
3,1,18,0,41,0,1,
1,1,48,0,48,0,0,
3,4,40,0,27,0,0,
2,2,19,92,33,0,0,
1,1,35,131,31,0,1,
2,2,133,0,48,0,0,
2,2,19,0,59,0,0,
1,4,83,0,41,0,0,
3,3,39,0,42,0,0,
2,3,38,0,62,0,0,
3,1,63,0,62,0,1,
2,3,85,0,51,0,0,
1,4,14,0,48,0,0,
1,4,64,0,56,0,0,
1,1,124,405,62,0,0,
1,1,20,0,53,1,1,
3,3,33,0,62,0,0,
1,3,80,0,28,0,0,
3,2,35,0,61,0,0,
1,3,74,0,48,1,0,
2,2,32,0,50,0,0,
1,4,73,241,58,0,0,
1,2,41,0,53,0,0,
2,1,18,0,65,0,0,
2,4,28,0,27,0,0,
2,1,64,0,50,0,0,
2,2,44,192,50,0,0,
1,3,109,0,41,1,0,
3,3,71,179,43,0,0,
1,2,79,0,55,1,0,
2,2,30,0,33,0,0,
1,2,82,0,44,0,1,
2,3,101,270,47,0,0,
2,2,13,0,43,0,1,
3,3,59,0,59,0,0,
1,2,64,0,65,0,1,
1,2,188,0,28,1,0,
1,2,28,148,58,0,0,
3,2,120,76,33,0,1,
1,1,131,0,24,0,0,
2,3,19,97,46,1,0,
3,4,44,0,26,1,0,
2,3,49,0,47,1,0,
3,2,99,249,32,0,0,
3,1,95,0,58,0,0,
3,4,81,0,32,0,0,
3,2,73,264,46,0,1,
1,2,193,0,35,0,1,
3,2,115,0,53,0,0,
3,2,41,0,55,0,1,
3,2,80,0,63,0,1,
2,4,90,0,45,0,1,
1,1,41,81,58,0,0,
1,2,102,0,50,0,0,
3,1,59,0,37,0,1,
3,3,69,0,25,0,0,
1,1,83,0,52,0,0,
2,3,49,0,26,0,0,
3,1,180,571,35,0,1,
3,3,61,0,58,0,1,
3,4,59,0,37,0,0,
3,4,85,0,35,0,1,
3,1,13,0,31,0,0,
2,3,151,0,58,0,0,
2,3,44,0,43,0,0,
3,3,53,154,43,0,0,
2,1,133,0,54,0,1,
3,3,31,78,53,0,0,
2,4,101,0,32,0,0,
1,3,61,0,37,0,0,
2,3,68,0,34,0,0,
1,4,21,0,51,0,0,
1,2,149,0,49,0,0,
3,1,75,0,54,0,0,
3,1,55,0,37,0,0,
1,2,81,226,57,0,1,
1,1,179,0,37,0,0,
2,2,81,0,32,0,1,
2,1,42,0,48,0,0,
1,2,199,0,44,0,0,
2,1,18,0,50,0,1,
3,1,28,0,44,0,0,
3,4,80,143,54,0,0,
2,1,79,104,37,0,0,
2,2,52,0,34,0,0,
2,2,18,0,32,0,0,
1,4,52,218,63,0,1,
3,4,15,102,56,0,0,
3,4,84,0,37,0,0,
3,1,114,0,66,0,1,
3,3,41,0,38,0,1,
1,3,29,126,35,0,0,
1,1,23,96,61,0,0,
1,1,84,0,52,0,0,
1,3,60,0,57,1,1,
2,3,13,0,47,0,0,
3,2,45,0,50,0,0,
1,1,83,0,36,0,0,
2,4,102,81,45,0,0,
3,4,58,169,58,0,0,
2,1,134,307,27,0,0,
2,3,130,0,27,0,0,
1,2,148,0,48,0,1,
2,1,92,0,46,0,0,
2,4,142,120,32,0,1,
1,4,62,0,54,0,1,
1,1,50,0,31,0,0,
3,1,29,0,42,0,0,
1,2,85,293,30,1,1,
1,4,78,0,41,0,0,
3,4,85,0,44,0,1,
2,2,89,0,37,0,0,
3,3,33,0,51,0,1,
3,1,42,0,30,0,0,
1,4,31,124,36,0,1,
2,4,143,0,65,0,0,
1,4,35,0,33,0,0,
2,1,22,0,58,0,0,
1,1,45,84,34,0,0,
1,2,119,0,38,0,0,
1,4,43,0,59,0,0,
2,3,75,0,37,0,0,
1,1,121,0,59,0,0,
3,1,63,0,47,0,0,
1,2,58,0,48,0,0,
1,3,184,0,38,0,0,
